timestamp,ear,pitch,yaw,is_phone,eyes_open
2025-11-30T15:36:51.401165,0.3337,-162.54,35.16,1,1
2025-11-30T15:36:51.421166,0.3447,-170.45,14.77,0,1
2025-11-30T15:36:51.438167,0.3648,-173.08,12.59,0,1
2025-11-30T15:36:51.455171,0.3395,-170.15,13.76,0,1
2025-11-30T15:36:51.471169,0.3337,-168.72,13.46,0,1
2025-11-30T15:36:51.490168,0.3382,-162.41,43.42,1,1
2025-11-30T15:36:51.523166,0.3365,-161.55,45.22,1,1
2025-11-30T15:36:51.555166,0.3289,-161.41,48.51,1,1
2025-11-30T15:36:51.572165,0.3268,-161.54,48.16,1,1
2025-11-30T15:36:51.607165,0.3145,-157.49,51.26,1,1
2025-11-30T15:36:51.655165,0.3226,-153.77,58.35,1,1
2025-11-30T15:36:51.732168,0.2876,-158.03,65.14,1,1
2025-11-30T15:36:51.752169,0.2876,50.50,20.40,1,1
2025-11-30T15:36:51.771166,0.2780,86.95,-54.82,1,1
2025-11-30T15:36:51.790165,0.2826,-158.42,67.34,1,1
2025-11-30T15:36:51.816164,0.2761,-156.21,65.78,1,1
2025-11-30T15:36:51.866167,0.2860,-163.90,19.71,0,1
2025-11-30T15:36:51.885167,0.2827,121.27,-71.51,1,1
2025-11-30T15:36:51.918168,0.2716,-157.44,69.52,1,1
2025-11-30T15:36:51.971165,0.2843,-154.91,67.22,1,1
2025-11-30T15:36:51.987169,0.2827,-158.22,67.94,1,1
2025-11-30T15:36:52.017166,0.2763,-160.32,67.70,1,1
2025-11-30T15:36:52.083165,0.2756,-159.41,67.26,1,1
2025-11-30T15:36:52.100167,0.2703,-159.93,67.64,1,1
2025-11-30T15:36:52.117166,0.2627,-165.35,11.27,0,1
2025-11-30T15:36:52.134167,0.2926,-161.84,57.85,1,1
2025-11-30T15:36:52.164167,0.2831,-157.39,38.34,1,1
2025-11-30T15:36:52.225165,0.3301,-155.66,24.57,1,1
2025-11-30T15:36:52.264167,0.3531,-161.24,19.90,0,1
2025-11-30T15:36:52.281166,0.3186,-158.42,21.37,1,1
2025-11-30T15:36:52.321166,0.2925,-158.98,22.57,1,1
2025-11-30T15:36:52.372165,0.2894,-161.49,23.54,1,1
2025-11-30T15:36:52.390166,0.3398,-171.97,46.49,1,1
2025-11-30T15:36:52.425170,0.3062,-158.76,26.55,1,1
2025-11-30T15:36:52.496168,0.3665,-158.54,28.01,1,1
2025-11-30T15:36:52.513166,0.3771,-159.01,27.84,1,1
2025-11-30T15:36:52.558166,0.3484,-158.65,27.54,1,1
2025-11-30T15:36:52.576166,0.3707,-160.14,26.73,1,1
2025-11-30T15:36:52.634166,0.3554,-162.47,26.31,1,1
2025-11-30T15:36:52.658167,0.3685,-162.75,27.82,1,1
2025-11-30T15:36:52.682165,0.3417,-165.25,20.36,1,1
2025-11-30T15:36:52.706165,0.3392,-164.12,24.84,1,1
2025-11-30T15:36:52.727171,0.3331,-163.57,19.93,0,1
2025-11-30T15:36:52.767165,0.3120,-166.46,16.72,0,1
2025-11-30T15:36:52.782165,0.3349,-168.19,18.46,0,1
2025-11-30T15:36:52.821165,0.3434,-169.11,9.14,0,1
2025-11-30T15:36:52.869165,0.3223,-168.50,3.69,0,1
2025-11-30T15:36:52.884167,0.3315,-169.70,8.40,0,1
2025-11-30T15:36:52.914165,0.3215,-169.31,2.23,0,1
2025-11-30T15:36:52.964191,0.3307,-168.78,1.86,0,1
2025-11-30T15:36:52.980165,0.3296,-169.28,5.01,0,1
2025-11-30T15:36:53.016166,0.3455,-169.72,4.71,0,1
2025-11-30T15:36:53.069165,0.3534,-169.80,3.24,0,1
2025-11-30T15:36:53.085165,0.3480,-170.68,5.50,0,1
2025-11-30T15:36:53.117166,0.3348,-170.64,1.79,0,1
2025-11-30T15:36:53.170166,0.3545,-168.30,0.99,0,1
2025-11-30T15:36:53.187164,0.3380,-169.09,3.21,0,1
2025-11-30T15:36:53.215166,0.3493,-168.52,0.07,0,1
2025-11-30T15:36:53.266165,0.3557,-168.93,1.39,0,1
2025-11-30T15:36:53.284165,0.3530,-169.06,1.66,0,1
2025-11-30T15:36:53.320165,0.3537,-170.58,1.91,0,1
2025-11-30T15:36:53.362164,0.3450,-169.07,3.89,0,1
2025-11-30T15:36:53.378166,0.3445,-170.07,4.09,0,1
2025-11-30T15:36:53.424167,0.3491,-168.13,3.39,0,1
2025-11-30T15:36:53.466167,0.3292,-169.25,4.71,0,1
2025-11-30T15:36:53.482164,0.3360,-168.14,2.27,0,1
2025-11-30T15:36:53.514165,0.3412,-169.27,4.07,0,1
2025-11-30T15:36:53.580166,0.3102,-168.62,7.38,0,1
2025-11-30T15:36:53.598166,0.3251,-168.77,13.00,0,1
2025-11-30T15:36:53.622165,0.3339,-167.62,13.25,0,1
2025-11-30T15:36:53.640165,0.3306,-168.02,13.34,0,1
2025-11-30T15:36:53.671164,0.3258,-167.34,11.82,0,1
2025-11-30T15:36:53.723165,0.3213,-167.09,4.72,0,1
2025-11-30T15:36:53.786166,0.3099,-168.09,7.79,0,1
2025-11-30T15:36:53.804166,0.3248,-168.82,7.80,0,1
2025-11-30T15:36:53.824166,0.3353,-167.04,15.74,0,1
2025-11-30T15:36:53.840167,0.3325,-167.21,10.79,0,1
2025-11-30T15:36:53.887165,0.3395,-167.13,16.87,0,1
2025-11-30T15:36:53.925165,0.3189,-166.78,15.28,0,1
2025-11-30T15:36:53.941166,0.3048,-167.64,14.29,0,1
2025-11-30T15:36:53.981167,0.3259,-167.40,20.16,1,1
2025-11-30T15:36:54.019167,0.3258,-167.59,7.27,0,1
2025-11-30T15:36:54.071166,0.3568,-166.86,13.89,0,1
2025-11-30T15:36:54.092165,0.3609,-168.13,22.03,1,1
2025-11-30T15:36:54.121166,0.3407,-167.56,19.61,0,1
2025-11-30T15:36:54.183166,0.3444,-169.01,11.62,0,1
2025-11-30T15:36:54.203166,0.3379,-170.59,17.04,0,1
2025-11-30T15:36:54.221165,0.3434,-169.67,7.10,0,1
2025-11-30T15:36:54.263164,0.3348,-169.78,6.81,0,1
2025-11-30T15:36:54.283168,0.3256,-169.76,11.41,0,1
2025-11-30T15:36:54.325167,0.3500,-168.40,12.91,0,1
2025-11-30T15:36:54.373175,0.3282,-168.95,8.39,0,1
2025-11-30T15:36:54.393166,0.3288,-168.75,7.99,0,1
2025-11-30T15:36:54.417166,0.3143,-167.82,8.03,0,1
2025-11-30T15:36:54.474188,0.2870,-166.89,0.56,0,1
2025-11-30T15:36:54.517166,0.3376,-165.11,1.12,0,1
2025-11-30T15:36:54.535166,0.3332,-166.27,3.04,0,1
2025-11-30T15:36:54.563166,0.3269,-165.81,4.63,0,1
2025-11-30T15:36:54.581167,0.3319,-165.83,5.15,0,1
2025-11-30T15:36:54.621166,0.3363,-166.10,4.74,0,1
2025-11-30T15:36:54.672165,0.3332,-165.65,5.40,0,1
2025-11-30T15:36:54.690166,0.3389,-165.78,3.48,0,1
2025-11-30T15:36:54.716166,0.3341,-165.66,4.31,0,1
2025-11-30T15:36:54.764167,0.3567,-163.42,1.39,0,1
2025-11-30T15:36:54.810166,0.3364,-164.34,3.90,0,1
2025-11-30T15:36:54.826168,0.3353,-163.96,4.63,0,1
2025-11-30T15:36:54.873166,0.3377,-162.83,7.67,0,1
2025-11-30T15:36:54.916165,0.3175,-163.34,5.64,0,1
2025-11-30T15:36:55.009166,0.3225,-163.17,3.27,0,1
2025-11-30T15:36:55.026167,0.3325,-162.57,4.59,0,1
2025-11-30T15:36:55.044164,0.3388,-163.72,5.82,0,1
2025-11-30T15:36:55.059166,0.3452,-162.76,3.72,0,1
2025-11-30T15:36:55.120166,0.3448,-163.82,5.79,0,1
2025-11-30T15:36:55.137166,0.3617,-164.89,6.50,0,1
2025-11-30T15:36:55.215166,0.3497,-165.07,8.10,0,1
2025-11-30T15:36:55.265168,0.3567,-164.95,7.00,0,1
2025-11-30T15:36:55.322165,0.3615,-164.63,6.99,0,1
2025-11-30T15:36:55.339166,0.3415,-163.20,4.60,0,1
2025-11-30T15:36:55.370165,0.3425,-164.33,6.57,0,1
2025-11-30T15:36:55.387165,0.3230,-163.25,7.46,0,1
2025-11-30T15:36:55.651165,0.3276,-163.97,7.19,0,1
2025-11-30T15:36:55.851165,0.3377,-163.58,8.18,0,1
2025-11-30T15:36:55.866167,0.3286,-163.91,5.75,0,1
2025-11-30T15:36:55.882166,0.2852,-165.20,6.97,0,1
2025-11-30T15:36:55.898165,0.2411,-166.17,6.60,0,1
2025-11-30T15:36:55.914170,0.2521,-165.58,5.70,0,1
2025-11-30T15:36:55.933170,0.2662,-165.99,7.58,0,1
2025-11-30T15:36:55.965167,0.2950,-165.66,2.39,0,1
2025-11-30T15:36:55.987170,0.2841,-165.88,7.24,0,1
2025-11-30T15:36:56.027168,0.2924,-165.94,6.77,0,1
2025-11-30T15:36:56.078167,0.2740,-166.22,4.05,0,1
2025-11-30T15:36:56.097165,0.2864,-166.14,6.25,0,1
2025-11-30T15:36:56.121166,0.2811,-166.20,5.21,0,1
2025-11-30T15:36:56.178165,0.2938,-165.81,5.71,0,1
2025-11-30T15:36:56.196168,0.2881,-166.15,4.63,0,1
2025-11-30T15:36:56.219166,0.3011,-165.22,8.06,0,1
2025-11-30T15:36:56.268167,0.2898,-165.79,7.98,0,1
2025-11-30T15:36:56.345166,0.2974,-167.52,6.20,0,1
2025-11-30T15:36:56.364165,0.3008,-167.27,5.96,0,1
2025-11-30T15:36:56.390166,0.2750,-167.10,8.31,0,1
2025-11-30T15:36:56.408167,0.2939,-167.52,6.66,0,1
2025-11-30T15:36:56.449165,0.2917,-167.76,4.88,0,1
2025-11-30T15:36:56.467167,0.2855,-168.20,5.45,0,1
2025-11-30T15:36:56.484167,0.2863,-168.47,5.16,0,1
2025-11-30T15:36:56.532165,0.3117,-168.78,3.61,0,1
2025-11-30T15:36:56.575165,0.3419,-169.97,-2.97,0,1
2025-11-30T15:36:56.594168,0.3450,-169.68,1.10,0,1
2025-11-30T15:36:56.637165,0.3115,-172.60,2.14,0,1
2025-11-30T15:36:56.680165,0.3090,-172.17,1.72,0,1
2025-11-30T15:36:56.702166,0.2888,-173.31,2.35,0,1
2025-11-30T15:36:56.720165,0.3068,-173.55,-0.03,0,1
2025-11-30T15:36:56.771168,0.2947,-173.83,4.53,0,1
2025-11-30T15:36:56.789168,0.3067,-174.22,4.16,0,1
2025-11-30T15:36:56.814165,0.2981,-174.73,2.47,0,1
2025-11-30T15:36:56.863167,0.2915,-174.51,2.30,0,1
2025-11-30T15:36:56.909164,0.2742,-175.04,5.63,0,1
2025-11-30T15:36:56.925169,0.2697,-173.99,5.71,0,1
2025-11-30T15:36:56.961166,0.1820,-174.73,5.83,0,1
2025-11-30T15:36:57.024166,0.1820,-174.32,6.43,0,0
2025-11-30T15:36:57.041167,0.1919,-174.24,1.61,0,0
2025-11-30T15:36:57.095173,0.1893,-173.50,2.38,0,0
2025-11-30T15:36:57.113165,0.1809,-172.69,3.25,0,0
2025-11-30T15:36:57.135164,0.1733,-172.74,3.98,0,0
2025-11-30T15:36:57.178165,0.1814,-172.55,3.38,0,0
2025-11-30T15:36:57.195165,0.1682,-172.01,2.17,0,0
2025-11-30T15:36:57.221166,0.1809,-171.83,3.02,0,0
2025-11-30T15:36:57.263167,0.1625,-170.54,2.16,0,0
2025-11-30T15:36:57.280165,0.1720,-171.29,2.98,0,0
2025-11-30T15:36:57.319166,0.1698,-170.10,4.93,0,0
2025-11-30T15:36:57.388165,0.2172,-171.18,3.48,0,0
2025-11-30T15:36:57.406166,0.2160,-171.76,5.18,0,0
2025-11-30T15:36:57.428166,0.2684,-172.10,4.71,0,0
2025-11-30T15:36:57.476166,0.3164,-171.82,4.05,0,0
2025-11-30T15:36:57.494168,0.3193,-173.03,4.35,0,1
2025-11-30T15:36:57.554169,0.3366,-169.40,2.77,0,1
2025-11-30T15:36:57.573166,0.3454,-172.36,1.87,0,1
2025-11-30T15:36:57.592167,0.3387,-172.59,3.94,0,1
2025-11-30T15:36:57.618166,0.3323,-172.43,2.49,0,1
2025-11-30T15:36:57.688167,0.3333,-172.21,3.74,0,1
2025-11-30T15:36:57.737168,0.3363,-172.57,3.93,0,1
2025-11-30T15:36:57.755167,0.3476,-173.24,1.86,0,1
2025-11-30T15:36:57.774167,0.3383,-172.96,1.65,0,1
2025-11-30T15:36:57.789166,0.3383,-171.90,-0.72,0,1
2025-11-30T15:36:57.810169,0.3379,-172.73,-0.47,0,1
2025-11-30T15:36:57.891165,0.3354,-174.14,2.14,0,1
2025-11-30T15:36:57.936166,0.3533,-172.70,2.51,0,1
2025-11-30T15:36:57.953165,0.3355,-174.08,1.63,0,1
2025-11-30T15:36:57.973166,0.3521,-173.83,-0.76,0,1
2025-11-30T15:36:58.020165,0.3460,-173.89,2.65,0,1
2025-11-30T15:36:58.037166,0.3544,-173.43,0.83,0,1
2025-11-30T15:36:58.088166,0.3672,-173.11,-1.81,0,1
2025-11-30T15:36:58.104166,0.3535,-174.13,-0.64,0,1
2025-11-30T15:36:58.130167,0.3675,-171.90,-0.63,0,1
2025-11-30T15:36:58.148165,0.3724,-173.90,0.15,0,1
2025-11-30T15:36:58.179168,0.3573,-171.48,-4.11,0,1
2025-11-30T15:36:58.534168,0.3557,-172.94,-12.38,0,1
2025-11-30T15:36:58.621169,0.3575,-173.44,-11.02,0,1
2025-11-30T15:36:58.746170,0.3568,-173.87,-6.83,0,1
2025-11-30T15:36:58.785168,0.3419,-174.33,-9.32,0,1
2025-11-30T15:36:58.801166,0.3494,-174.03,-7.48,0,1
2025-11-30T15:36:58.820166,0.3314,-174.48,-9.16,0,1
2025-11-30T15:36:58.983166,0.3471,-176.29,-12.99,0,1
2025-11-30T15:36:59.016167,0.3527,-176.91,-4.11,0,1
2025-11-30T15:36:59.035167,0.3467,-177.02,-2.69,0,1
2025-11-30T15:36:59.051167,0.3400,-176.45,-3.69,0,1
2025-11-30T15:36:59.066166,0.3506,-175.59,-7.80,0,1
2025-11-30T15:36:59.091167,0.3482,-174.22,-8.51,0,1
2025-11-30T15:36:59.308167,0.3348,-176.85,-8.28,0,1
2025-11-30T15:36:59.326167,0.3343,-175.23,-7.95,0,1
2025-11-30T15:36:59.346167,0.3296,-177.00,-2.71,0,1
2025-11-30T15:36:59.362166,0.3479,-177.11,-7.55,0,1
2025-11-30T15:36:59.482168,0.3335,-175.31,-8.33,0,1
2025-11-30T15:36:59.514165,0.3444,-176.61,-4.28,0,1
2025-11-30T15:36:59.536168,0.3318,-175.31,-8.25,0,1
2025-11-30T15:36:59.579166,0.3313,-174.82,-9.21,0,1
2025-11-30T15:36:59.597167,0.3220,-177.00,-4.95,0,1
2025-11-30T15:36:59.643166,0.3244,-177.05,-5.69,0,1
2025-11-30T15:36:59.669167,0.3168,-174.98,-6.37,0,1
2025-11-30T15:36:59.723166,0.3465,-174.07,-8.61,0,1
2025-11-30T15:36:59.742172,0.3379,-174.92,-1.45,0,1
2025-11-30T15:36:59.765167,0.3518,-176.70,-5.46,0,1
2025-11-30T15:36:59.783168,0.3312,-175.10,-5.94,0,1
2025-11-30T15:36:59.826169,0.3237,-176.05,-8.24,0,1
2025-11-30T15:36:59.878166,0.3346,-175.75,-7.02,0,1
2025-11-30T15:36:59.924167,0.3345,-175.50,-4.78,0,1
2025-11-30T15:36:59.948167,0.3244,-174.21,-6.37,0,1
2025-11-30T15:36:59.975166,0.3223,-175.21,-9.75,0,1
2025-11-30T15:36:59.994167,0.3483,-174.11,-7.75,0,1
2025-11-30T15:37:00.027169,0.3350,-175.75,-10.24,0,1
2025-11-30T15:37:00.072168,0.3167,-173.14,-7.53,0,1
2025-11-30T15:37:00.090169,0.3289,-174.13,-10.49,0,1
2025-11-30T15:37:00.142166,0.3548,-173.49,-8.84,0,1
2025-11-30T15:37:00.177173,0.3309,-172.96,-8.98,0,1
2025-11-30T15:37:00.198168,0.3279,-172.43,-8.06,0,1
2025-11-30T15:37:00.253166,0.3251,-174.44,-6.72,0,1
2025-11-30T15:37:00.274166,0.3354,-174.09,-8.11,0,1
2025-11-30T15:37:00.291170,0.3284,-173.78,-8.19,0,1
2025-11-30T15:37:00.314166,0.3452,-174.09,-8.68,0,1
2025-11-30T15:37:00.369166,0.3448,-172.54,-7.61,0,1
2025-11-30T15:37:00.415166,0.3174,-173.30,-8.58,0,1
2025-11-30T15:37:00.432166,0.3381,-172.13,-10.69,0,1
2025-11-30T15:37:00.466168,0.3462,-174.41,-6.58,0,1
2025-11-30T15:37:00.509167,0.3446,-172.42,-8.55,0,1
2025-11-30T15:37:00.528166,0.3328,-172.81,-8.47,0,1
2025-11-30T15:37:00.595167,0.3374,-172.76,-6.23,0,1
2025-11-30T15:37:00.621167,0.3346,-172.14,-7.08,0,1
2025-11-30T15:37:00.639168,0.3305,-173.09,-6.38,0,1
2025-11-30T15:37:00.659167,0.3365,-172.80,-6.16,0,1
2025-11-30T15:37:00.735166,0.3237,-174.35,-4.61,0,1
2025-11-30T15:37:00.754165,0.3250,-173.52,-6.47,0,1
2025-11-30T15:37:00.796167,0.3272,-173.29,-7.17,0,1
2025-11-30T15:37:00.815169,0.3272,-172.85,-5.91,0,1
2025-11-30T15:37:00.833166,0.3315,-172.76,-8.62,0,1
2025-11-30T15:37:00.850166,0.3271,-172.93,-5.79,0,1
2025-11-30T15:37:00.942169,0.3315,-173.48,-8.93,0,1
2025-11-30T15:37:00.962169,0.3261,-172.78,-5.04,0,1
2025-11-30T15:37:00.986175,0.3443,-173.48,-8.63,0,1
2025-11-30T15:37:01.006165,0.3280,-172.11,-7.48,0,1
2025-11-30T15:37:01.028166,0.3250,-172.08,-8.09,0,1
2025-11-30T15:37:01.070170,0.3291,-171.68,-6.98,0,1
2025-11-30T15:37:01.090168,0.3199,-172.72,-5.65,0,1
2025-11-30T15:37:01.118166,0.3247,-173.33,-7.95,0,1
2025-11-30T15:37:01.164169,0.3380,-174.40,-6.58,0,1
2025-11-30T15:37:01.216166,0.3368,-173.13,-4.72,0,1
2025-11-30T15:37:01.235165,0.3443,-173.61,-4.93,0,1
2025-11-30T15:37:01.264169,0.3349,-172.45,-6.85,0,1
2025-11-30T15:37:01.311166,0.3324,-172.83,-6.21,0,1
2025-11-30T15:37:01.406166,0.3340,-173.42,-4.24,0,1
2025-11-30T15:37:01.424166,0.3541,-174.01,-6.12,0,1
2025-11-30T15:37:01.465165,0.3316,-173.31,-6.18,0,1
2025-11-30T15:37:01.482165,0.3488,-172.54,-6.02,0,1
2025-11-30T15:37:01.565165,0.3226,-172.52,-5.12,0,1
2025-11-30T15:37:01.614165,0.3426,-173.91,-1.76,0,1
2025-11-30T15:37:01.633165,0.3328,-173.89,-2.17,0,1
2025-11-30T15:37:01.665169,0.3430,-174.06,-3.80,0,1
2025-11-30T15:37:01.725166,0.3234,-172.81,-4.19,0,1
2025-11-30T15:37:01.743166,0.3363,-173.06,-4.05,0,1
2025-11-30T15:37:01.775165,0.3321,-172.54,-5.75,0,1
2025-11-30T15:37:01.792166,0.3389,-172.01,-7.15,0,1
2025-11-30T15:37:01.826166,0.3316,-171.63,-7.00,0,1
2025-11-30T15:37:01.861166,0.3344,-171.78,-8.35,0,1
2025-11-30T15:37:01.881167,0.3375,-171.41,-6.08,0,1
2025-11-30T15:37:01.919167,0.3450,-173.06,-8.69,0,1
2025-11-30T15:37:01.971167,0.3234,-172.22,-6.14,0,1
2025-11-30T15:37:02.019166,0.3294,-171.85,-8.20,0,1
2025-11-30T15:37:02.063168,0.3281,-172.60,-8.16,0,1
2025-11-30T15:37:02.079713,0.3205,-173.31,-10.55,0,1
2025-11-30T15:37:02.118713,0.3351,-173.70,-7.48,0,1
2025-11-30T15:37:02.138713,0.3216,-172.42,-9.56,0,1
2025-11-30T15:37:02.177718,0.3465,-174.26,-11.29,0,1
2025-11-30T15:37:02.225713,0.3292,-174.71,-8.08,0,1
2025-11-30T15:37:02.243712,0.3299,-172.82,-10.07,0,1
2025-11-30T15:37:02.275713,0.3222,-174.41,-7.70,0,1
2025-11-30T15:37:02.294713,0.3391,-173.66,-7.93,0,1
2025-11-30T15:37:02.337714,0.3172,-174.93,-7.81,0,1
2025-11-30T15:37:02.367717,0.3227,-175.16,-5.51,0,1
2025-11-30T15:37:02.405716,0.3337,-173.87,-7.78,0,1
2025-11-30T15:37:02.430714,0.3353,-173.51,-8.03,0,1
2025-11-30T15:37:02.469713,0.3296,-173.62,-7.91,0,1
2025-11-30T15:37:02.524714,0.3403,-174.29,-8.84,0,1
2025-11-30T15:37:02.541713,0.3407,-174.82,-7.68,0,1
2025-11-30T15:37:02.570714,0.3379,-175.70,-8.29,0,1
2025-11-30T15:37:02.630712,0.3493,-175.43,-6.47,0,1
2025-11-30T15:37:02.648713,0.3421,-174.64,-7.22,0,1
2025-11-30T15:37:02.696711,0.3515,-173.60,-7.47,0,1
2025-11-30T15:37:02.714711,0.3734,-174.18,-8.00,0,1
2025-11-30T15:37:02.734714,0.3664,-170.91,-7.07,0,1
2025-11-30T15:37:02.751712,0.3600,-172.33,-3.63,0,1
2025-11-30T15:37:02.813712,0.3726,-169.55,0.24,0,1
2025-11-30T15:37:02.833711,0.3756,-169.23,4.89,0,1
2025-11-30T15:37:02.870712,0.3895,-167.52,5.53,0,1
2025-11-30T15:37:02.888711,0.3792,-167.24,4.85,0,1
2025-11-30T15:37:02.916712,0.3999,-166.99,0.53,0,1
2025-11-30T15:37:02.969710,0.4036,-167.81,3.75,0,1
2025-11-30T15:37:03.013710,0.3761,-168.09,1.02,0,1
2025-11-30T15:37:03.030713,0.3974,-167.04,4.69,0,1
2025-11-30T15:37:03.062710,0.3956,-167.90,3.65,0,1
2025-11-30T15:37:03.115713,0.4068,-168.05,-1.03,0,1
2025-11-30T15:37:03.134713,0.3810,-168.34,5.26,0,1
2025-11-30T15:37:03.160712,0.3984,-168.04,-0.61,0,1
2025-11-30T15:37:03.213711,0.4199,-168.52,-1.82,0,1
2025-11-30T15:37:03.234711,0.4131,-168.35,-1.79,0,1
2025-11-30T15:37:03.269711,0.4050,-168.84,-4.77,0,1
2025-11-30T15:37:03.315719,0.3921,-168.24,-8.98,0,1
2025-11-30T15:37:03.333715,0.3757,-168.58,-11.64,0,1
2025-11-30T15:37:03.359710,0.3608,-168.99,-12.52,0,1
2025-11-30T15:37:03.418712,0.3582,-167.46,-12.58,0,1
2025-11-30T15:37:03.437717,0.3746,-167.64,-12.59,0,1
2025-11-30T15:37:03.468712,0.3786,-168.12,-11.98,0,1
2025-11-30T15:37:03.516712,0.3538,-167.29,-14.05,0,1
2025-11-30T15:37:03.537711,0.3779,-167.62,-14.69,0,1
2025-11-30T15:37:03.566712,0.3795,-167.65,-11.72,0,1
2025-11-30T15:37:03.617711,0.3921,-167.67,-13.74,0,1
2025-11-30T15:37:03.635710,0.3970,-167.28,-14.01,0,1
2025-11-30T15:37:03.659712,0.3876,-167.57,-13.36,0,1
2025-11-30T15:37:03.717714,0.3804,-169.10,-12.22,0,1
2025-11-30T15:37:03.738710,0.3864,-168.26,-11.65,0,1
2025-11-30T15:37:03.764711,0.3858,-168.33,-16.27,0,1
2025-11-30T15:37:03.815714,0.3961,-169.15,-15.74,0,1
2025-11-30T15:37:03.831711,0.3892,-169.11,-13.50,0,1
2025-11-30T15:37:03.861711,0.3901,-170.39,-17.82,0,1
2025-11-30T15:37:03.908710,0.3796,-170.61,-14.27,0,1
2025-11-30T15:37:03.924729,0.3891,-169.81,-13.53,0,1
2025-11-30T15:37:03.960710,0.3991,-170.44,-13.36,0,1
2025-11-30T15:37:04.023713,0.3714,-170.42,-14.03,0,1
2025-11-30T15:37:04.041714,0.3686,-170.00,-14.39,0,1
2025-11-30T15:37:04.066710,0.3866,-170.37,-14.78,0,1
2025-11-30T15:37:04.081712,0.3881,-170.40,-14.88,0,1
2025-11-30T15:37:04.116712,0.3753,-169.93,-15.78,0,1
2025-11-30T15:37:04.169714,0.3846,-170.03,-15.99,0,1
2025-11-30T15:37:04.218711,0.3835,-169.76,-14.57,0,1
2025-11-30T15:37:04.235712,0.3899,-170.83,-14.75,0,1
2025-11-30T15:37:04.267710,0.3748,-170.41,-16.43,0,1
2025-11-30T15:37:04.333713,0.3955,-170.14,-15.54,0,1
2025-11-30T15:37:04.351714,0.3892,-170.49,-16.64,0,1
2025-11-30T15:37:04.368714,0.3872,-169.68,-15.09,0,1
2025-11-30T15:37:04.412713,0.3828,-170.45,-16.56,0,1
2025-11-30T15:37:04.431711,0.3886,-169.95,-15.79,0,1
2025-11-30T15:37:04.463717,0.3841,-170.30,-14.93,0,1
2025-11-30T15:37:04.525713,0.3757,-171.31,-15.74,0,1
2025-11-30T15:37:04.542712,0.3885,-169.73,-15.75,0,1
2025-11-30T15:37:04.564711,0.3970,-170.24,-16.05,0,1
2025-11-30T15:37:04.582710,0.3836,-169.81,-16.04,0,1
2025-11-30T15:37:04.611710,0.3831,-170.00,-16.74,0,1
2025-11-30T15:37:04.661712,0.3640,-170.45,-16.06,0,1
2025-11-30T15:37:04.713713,0.3818,-170.47,-13.97,0,1
2025-11-30T15:37:04.731711,0.3703,-170.88,-14.59,0,1
2025-11-30T15:37:04.763714,0.3768,-170.50,-15.11,0,1
2025-11-30T15:37:04.812711,0.3851,-169.69,-14.96,0,1
2025-11-30T15:37:04.829710,0.3808,-170.21,-13.85,0,1
2025-11-30T15:37:04.861709,0.3791,-171.39,-13.51,0,1
2025-11-30T15:37:04.916710,0.3552,-170.28,-16.00,0,1
2025-11-30T15:37:04.934712,0.3775,-170.38,-14.08,0,1
2025-11-30T15:37:04.968713,0.3806,-169.55,-13.93,0,1
2025-11-30T15:37:05.018710,0.3880,-168.89,-15.44,0,1
2025-11-30T15:37:05.033711,0.3826,-170.18,-15.22,0,1
2025-11-30T15:37:05.068711,0.3839,-169.69,-15.08,0,1
2025-11-30T15:37:05.117717,0.3596,-170.65,-14.88,0,1
2025-11-30T15:37:05.133711,0.3713,-170.43,-14.30,0,1
2025-11-30T15:37:05.165711,0.3805,-170.43,-13.79,0,1
